"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.drupal.com/feature/content-as-a-service","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Content as a Service | Drupal.com","33","301","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Content as a Service","20","","0","Mega Menu","9","Deliver Richer Digital Experiences","34","","","","http://www.drupal.com/feature/content-as-a-service","","","","","37624","766","13.172172","2","","62","59","100.0","19","17","","","3eb18eb9b331a2f1eb2dc1ac197ec01c","0.146","Sun, 19 Jul 2020 03:02:00 GMT","","","https://www.drupal.com/feature/content-as-a-service"
"https://www.drupal.com/feature/security","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Security | Drupal.com","21","189","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Security","8","","0","Mega Menu","9","Dedicated Security Team","23","","","","http://www.drupal.com/feature/security","","","","","40127","1027","17.189098","2","","63","59","100.0","19","17","","","6c02845e633f2578900e347a24955af2","0.229","Sun, 19 Jul 2020 10:46:19 GMT","","","https://www.drupal.com/feature/security"
"https://www.drupal.com/get-started-with-drupal","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Get started with Drupal | Drupal.com","36","323","Get started with Drupal for business by matching your needs to the features and benefits Drupal has to offer.","109","685","","0","Get started with Drupal","23","","0","Mega Menu","9","Marketers & business leaders","28","","","","http://www.drupal.com/get-started-with-drupal","","","","","34427","740","14.011221","2","","64","59","100.0","20","17","","","41acb838198f6ca424bae7e61edbd06b","0.271","Sun, 19 Jul 2020 03:00:46 GMT","","","https://www.drupal.com/get-started-with-drupal"
"https://www.drupal.com/contact/advertising","text/html; charset=UTF-8","200","OK","Indexable","","Advertising Inquiries | Drupal.com","34","293","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Advertising Inquiries","21","","0","Mega Menu","9","","0","","","","","","","","","34832","389","7.2798805","2","","71","59","100.0","22","18","","","13b504116650a2d39567c9cc19dce694","0.182","Sun, 19 Jul 2020 11:43:46 GMT","","","https://www.drupal.com/contact/advertising"
"https://www.drupal.com/feature/drupal-scalability","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Highly Scalable | Drupal.com","28","251","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Highly Scalable","15","","0","Mega Menu","9","Scalability for Serious Sites","29","","","","http://www.drupal.com/feature/drupal-scalability","","","","","34815","613","11.131234","2","","62","59","100.0","19","17","","","d424ce541781c281cbed21fccad363ae","0.234","Sun, 19 Jul 2020 03:10:06 GMT","","","https://www.drupal.com/feature/drupal-scalability"
"https://www.drupal.com/product/commerce","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Drupal for Commerce | Drupal.com","32","307","Create compelling content-driven commerce experiences that engage audiences and help convert more browsers into buyers.","119","792","","0","Drupal for Commerce","19","Drupal for Commerce","19","Mega Menu","9","Real World Results","18","","","","http://www.drupal.com/product/commerce","","","","","48046","1150","16.078716","2","","62","59","100.0","21","18","","","188091aab14c818e68ab680ec0d0b9f4","0.31","Sun, 19 Jul 2020 10:26:37 GMT","","","https://www.drupal.com/product/commerce"
"https://www.drupal.com/showcases","text/html; charset=UTF-8","200","OK","Indexable","","Who Uses Drupal? | Drupal.com","29","282","See what industries are using Drupal for enterprise experiences. We have Drupal examples in financial services, high tech, higher education and more.","149","949","","0","Who Uses Drupal?","16","","0","Mega Menu","9","","0","","","","","","","","","57645","498","5.5107317","2","","63","59","100.0","53","47","","","b10e88c5906702be6cbfffe1a6838daa","0.222","Sun, 19 Jul 2020 02:09:45 GMT","","","https://www.drupal.com/showcases"
"https://www.drupal.com/filter/tips","text/html; charset=UTF-8","200","OK","Indexable","","Compose tips | Drupal.com","25","239","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Compose tips","12","","0","Mega Menu","9","Text Formats","12","","","","","","","","","38054","789","13.555357","3","","3","2","3.39","20","19","","","13608ff92f897a9f7b086cc10c29a921","0.117","Sun, 19 Jul 2020 17:08:21 GMT","","","https://www.drupal.com/filter/tips"
"https://www.drupal.com/contact/trademark","text/html; charset=UTF-8","200","OK","Indexable","","Drupal Trademark Inquiries | Drupal.com","39","356","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Drupal Trademark Inquiries","26","","0","Mega Menu","9","","0","","","","","","","","","34827","390","7.2952867","3","","5","3","5.08","22","18","","","138615c25b980da7ec7850d16e7a9ef0","0.119","Sun, 19 Jul 2020 15:06:11 GMT","","","https://www.drupal.com/contact/trademark"
"https://www.drupal.com/case-study/fiji-travel","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Tourism Fiji Drives Record Visits With Help of Drupal | Drupal.com","66","578","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Tourism Fiji Drives Record Visits With Help of Drupal","53","","0","Mega Menu","9","Summary","7","","","","http://www.drupal.com/case-study/fiji-travel","","","","","89609","2956","21.333467","3","","37","33","55.93","51","46","","","329002171b74542ec4d7743a6ed3fd41","0.164","Sun, 19 Jul 2020 17:12:17 GMT","","","https://www.drupal.com/case-study/fiji-travel"
"https://www.drupal.com/case-study/youth-on-record","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Website Redesign in Drupal 8 Helps a Rockstar Nonprofit Get an Edge | Drupal.com","80","738","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Website Redesign in Drupal 8 Helps a Rockstar Nonprofit Get an Edge","67","","0","Mega Menu","9","The Challenge","13","","","","http://www.drupal.com/case-study/youth-on-record","","","","","85115","2427","18.206509","3","","36","32","54.24","51","46","","","2489677e64b62e05f31e9b8f18ebd353","0.231","Sun, 19 Jul 2020 07:33:01 GMT","","","https://www.drupal.com/case-study/youth-on-record"
"https://www.drupal.com/case-study/avio","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","AVIO Consulting, An Interactive Experience | Drupal.com","55","497","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","AVIO Consulting, An Interactive Experience","42","","0","Mega Menu","9","More Case Studies","17","","","","http://www.drupal.com/case-study/avio","","","","","89378","2813","20.697805","3","","36","32","54.24","52","47","","","83f60e9aa82b704be133c827b31571ae","0.254","Sun, 19 Jul 2020 16:13:56 GMT","","","https://www.drupal.com/case-study/avio"
"https://www.drupal.com/case-study/iom3","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","The Institute of Materials, Minerals and Mining (IOM3) | Drupal.com","67","592","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","The Institute of Materials, Minerals and Mining (IOM3)","54","","0","Mega Menu","9","The Challenge","13","","","","http://www.drupal.com/case-study/iom3","","","","","86216","2637","19.521255","3","","34","30","50.85","51","46","","","dd917e5840fc1e2c1dc11debcdaed72c","0.278","Sun, 19 Jul 2020 21:26:43 GMT","","","https://www.drupal.com/case-study/iom3"
"https://www.drupal.com/node/1051","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Drupal helps Red Cross GDPC bring its teams together | Drupal.com","65","604","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Drupal helps Red Cross GDPC bring its teams together","52","Drupal helps Red Cross GDPC bring its teams together","52","Mega Menu","9","Designed to build community","27","","","","http://www.drupal.com/node/1051","","","","","87324","2677","19.917013","3","","34","30","50.85","51","46","","","9aa32d28a7f8ad4ac1922fe11ac6b716","0.322","Sun, 19 Jul 2020 15:48:03 GMT","","","https://www.drupal.com/node/1051"
"https://www.drupal.com/case-study/boreal-mountain-resort","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Headless Drupal Development Helps Skiers Find Resort Information Quickly | Drupal.com","85","780","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Headless Drupal Development Helps Skiers Find Resort Information Quickly","72","","0","Mega Menu","9","Why Headless Drupal?","20","","","","http://www.drupal.com/case-study/boreal-mountain-resort","","","","","86138","2562","19.008726","3","","36","32","54.24","51","46","","","dee7b912d81bc99c3fadbeedfa23f5b9","0.346","Sun, 19 Jul 2020 16:35:31 GMT","","","https://www.drupal.com/case-study/boreal-mountain-resort"
"https://www.drupal.com/case-study/gatwick","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Gatwick Obviously on Drupal, obviously! | Drupal.com","52","469","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Gatwick Obviously on Drupal, obviously!","39","","0","Mega Menu","9","Background","10","","","","http://www.drupal.com/case-study/gatwick","","","","","88394","2782","20.416647","3","","36","32","54.24","51","46","","","32f388c6dbd950dbe3ecbe4e329c54","0.279","Sun, 19 Jul 2020 12:37:21 GMT","","","https://www.drupal.com/case-study/gatwick"
"https://www.drupal.com/case-study/foxtel-presto-video-on-demand","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Hey, Presto! Drupal drives personalized media experience for Foxtel Video-on-Demand Customers | Drupal.com","106","979","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Hey, Presto! Drupal drives personalized media experience for Foxtel Video-on-Demand Customers","93","","0","Mega Menu","9","Drupal speeds content deployment and efficiency","47","","","","http://www.drupal.com/case-study/foxtel-presto-video-on-demand","","","","","89882","2944","21.300339","3","","34","30","50.85","51","46","","","a5c46433e470c0f1e18b7615e24eb215","0.584","Sun, 19 Jul 2020 18:53:43 GMT","","","https://www.drupal.com/case-study/foxtel-presto-video-on-demand"
"https://www.drupal.com/case-study/higgidy","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","‘The best things in life are always a bit Higgidy...’ | Drupal.com","66","545","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","‘The best things in life are always a bit Higgidy...’","53","","0","Mega Menu","9","The Challenge","13","","","","http://www.drupal.com/case-study/higgidy","","","","","84567","2421","18.161055","3","","36","32","54.24","51","46","","","975eb577b9df4e34621b706eac3c7d66","0.412","Sun, 19 Jul 2020 07:31:05 GMT","","","https://www.drupal.com/case-study/higgidy"
"https://www.drupal.com/case-study/manhattan-associates","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Manhattan Associates Leads the Way with Drupal 8 | Drupal.com","61","572","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Manhattan Associates Leads the Way with Drupal 8","48","","0","Mega Menu","9","Background","10","","","","http://www.drupal.com/case-study/manhattan-associates","","","","","83801","2212","17.153227","3","","36","32","54.24","51","46","","","3c64d2a59f7f8e33cbcac20f153adb46","0.435","Sun, 19 Jul 2020 16:13:42 GMT","","","https://www.drupal.com/case-study/manhattan-associates"
"https://www.drupal.com/case-study/spartannash","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Filling Bigger Baskets, Faster with SpartanNash | Drupal.com","60","536","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Filling Bigger Baskets, Faster with SpartanNash","47","","0","Mega Menu","9","Facts & Figures","15","","","","http://www.drupal.com/case-study/spartannash","","","","","85851","2484","18.788097","3","","34","30","50.85","51","46","","","d28816d24b7419c2bc4ffc208a6640a1","0.417","Sun, 19 Jul 2020 12:16:23 GMT","","","https://www.drupal.com/case-study/spartannash"
"https://www.drupal.com/case-study/timex","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Timex: Drupal keeps a Great Digital Shopping Experience Ticking | Drupal.com","76","689","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Timex: Drupal keeps a Great Digital Shopping Experience Ticking","63","","0","Mega Menu","9","Fast and flexible","17","","","","http://www.drupal.com/case-study/timex","","","","","87973","2789","20.28631","3","","37","33","55.93","51","46","","","866cbff26ae466ef2d6f3b6bcf49b65f","0.304","Sun, 19 Jul 2020 06:35:25 GMT","","","https://www.drupal.com/case-study/timex"
"https://www.drupal.com/case-study/sevilla-fc","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Sevilla FC: A brand that never stops growing | Drupal.com","57","509","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Sevilla FC: A brand that never stops growing","44","","0","Mega Menu","9","The Challenge","13","","","","http://www.drupal.com/case-study/sevilla-fc","","","","","96009","4057","27.028461","3","","36","32","54.24","51","46","","","ac08484fe442534b2aea598c2ec104d5","0.409","Sun, 19 Jul 2020 05:18:59 GMT","","","https://www.drupal.com/case-study/sevilla-fc"
"https://www.drupal.com/case-study/government-bermuda","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Government of Bermuda | Drupal.com","34","333","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Government of Bermuda","21","","0","Mega Menu","9","More Case Studies","17","","","","http://www.drupal.com/case-study/government-bermuda","","","","","89343","3040","22.205416","3","","36","32","54.24","51","46","","","eea38e1ec7274bfdd22f263c8429faaf","0.425","Sun, 19 Jul 2020 14:54:22 GMT","","","https://www.drupal.com/case-study/government-bermuda"
"https://www.drupal.com/case-study/myrevera","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","MyRevera Delivers New User Experience | Drupal.com","50","479","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","MyRevera Delivers New User Experience","37","","0","Mega Menu","9","Acquia Cloud Speeds Information Delivery","40","","","","http://www.drupal.com/case-study/myrevera","","","","","88356","2868","21.1699","3","","36","32","54.24","51","46","","","a6ff7fd47d91b43540484be71afe9860","0.467","Sun, 19 Jul 2020 17:43:07 GMT","","","https://www.drupal.com/case-study/myrevera"
"https://www.drupal.com/case-study/the-sapan-institute","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","The SAPAN Institute | Drupal.com","32","297","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","The SAPAN Institute","19","","0","Mega Menu","9","More Case Studies","17","","","","http://www.drupal.com/case-study/the-sapan-institute","","","","","87975","2783","20.194473","3","","36","32","54.24","51","46","","","6ea6a89183d9f3d5e7b0fc651fa2cb05","0.844","Sun, 19 Jul 2020 16:12:13 GMT","","","https://www.drupal.com/case-study/the-sapan-institute"
"https://www.drupal.com/case-study/procomun","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Procomún - Educational resources | Drupal.com","45","419","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Procomún - Educational resources","32","","0","Mega Menu","9","The Challenge","13","","","","http://www.drupal.com/case-study/procomun","","","","","84947","2377","18.09967","3","","36","32","54.24","51","46","","","926e007ddc746fc014e2cd848e9586c","0.507","Sun, 19 Jul 2020 16:12:28 GMT","","","https://www.drupal.com/case-study/procomun"
"https://www.drupal.com/case-study/savant","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Drupal Enables Savant to Elevate the Everyday | Drupal.com","58","532","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Drupal Enables Savant to Elevate the Everyday","45","","0","Mega Menu","9","Background","10","","","","http://www.drupal.com/case-study/savant","","","","","86980","2745","20.178831","3","","36","32","54.24","51","46","","","9455c16ae3c7ac1fe84a30d2b98a00f0","0.287","Sun, 19 Jul 2020 16:13:20 GMT","","","https://www.drupal.com/case-study/savant"
"https://www.drupal.com/case-study/state-revenue-office-australia","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","State Revenue Office of Victoria Australia | Drupal.com","55","483","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","State Revenue Office of Victoria Australia","42","","0","Mega Menu","9","Facts & Figures","15","","","","http://www.drupal.com/case-study/state-revenue-office-australia","","","","","85428","2442","18.257","3","","36","32","54.24","51","46","","","47dd5c9569c678fda259c3750a083995","0.564","Sun, 19 Jul 2020 16:12:50 GMT","","","https://www.drupal.com/case-study/state-revenue-office-australia"
"https://www.drupal.com/case-study/red-hat-opensource-com","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Red Hat is Extending Open Source Principles Beyond Technology | Drupal.com","74","691","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Red Hat is Extending Open Source Principles Beyond Technology","61","","0","Mega Menu","9","Using Drupal’s Built-in Functionality to Build a Community Platform","67","","","","http://www.drupal.com/case-study/red-hat-opensource-com","","","","","87776","2658","19.546574","3","","36","32","54.24","51","46","","","4bb59ae407e6c01a2c85feff4e23c531","0.852","Sun, 19 Jul 2020 08:31:52 GMT","","","https://www.drupal.com/case-study/red-hat-opensource-com"
"https://www.drupal.com/case-study/greenpeace-greenwire","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Greenpeace uses Drupal to Empower, Grow Volunteering | Drupal.com","65","625","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Greenpeace uses Drupal to Empower, Grow Volunteering","52","","0","Mega Menu","9","Drupal enables global grassroots activism","41","","","","http://www.drupal.com/case-study/greenpeace-greenwire","","","","","91001","3179","22.747221","3","","36","32","54.24","51","46","","","47854f51a164910438283c5769a4ac75","0.451","Sun, 19 Jul 2020 13:56:39 GMT","","","https://www.drupal.com/case-study/greenpeace-greenwire"
"https://www.drupal.com/case-study/university-of-colorado","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Creating an Engaging Donor Experience for University of Colorado Alumni | Drupal.com","84","760","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Creating an Engaging Donor Experience for University of Colorado Alumni","71","","0","Mega Menu","9","True Collaboration","18","","","","http://www.drupal.com/case-study/university-of-colorado","","","","","85737","2535","19.023548","3","","36","32","54.24","51","46","","","9b05747746826cd5ba6d6fb1925f737a","0.347","Sun, 19 Jul 2020 07:30:52 GMT","","","https://www.drupal.com/case-study/university-of-colorado"
"https://www.drupal.com/case-study/umn-university-minnesota","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Building an Efficient, Simplified Enterprise Web Platform for the University of Minnesota | Drupal.com","102","879","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Building an Efficient, Simplified Enterprise Web Platform for the University of Minnesota","89","","0","Mega Menu","9","Change Required to make Change Easier","37","","","","http://www.drupal.com/case-study/umn-university-minnesota","","","","","89277","2864","20.930128","3","","36","32","54.24","51","46","","","2c93d2971f72e88bd7101295781e1664","0.471","Sun, 19 Jul 2020 18:00:54 GMT","","","https://www.drupal.com/case-study/umn-university-minnesota"
"https://www.drupal.com/case-study/fema","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Rebuilding FEMA.gov to deliver a powerful user experience | Drupal.com","70","635","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Rebuilding FEMA.gov to deliver a powerful user experience","57","","0","Mega Menu","9","Using the Public to Identify Need","33","","","","http://www.drupal.com/case-study/fema","","","","","87341","2725","20.17371","3","","34","30","50.85","51","46","","","4de4f05c1afa7e6c78271cb30741094c","0.351","Sun, 19 Jul 2020 21:49:51 GMT","","","https://www.drupal.com/case-study/fema"
"https://www.drupal.com/case-study/colorado-general-assembly","text/html; charset=UTF-8","200","OK","Non-Indexable","Canonicalised","Drupal Site Helps Citizens Connect with Government | Drupal.com","63","576","Drupal is a scalable, open platform for web content management and digital experiences. Drupal provides deep capabilities and endless flexibility on the web.","157","987","","0","Drupal Site Helps Citizens Connect with Government","50","","0","Mega Menu","9","Efficiency","10","","","","http://www.drupal.com/case-study/colorado-general-assembly","","","","","84825","2394","18.197048","3","","36","32","54.24","51","46","","","7293f46ef5b847f267345e25bf83092f","0.793","Sun, 19 Jul 2020 16:13:49 GMT","","","https://www.drupal.com/case-study/colorado-general-assembly"
